reviewer_score,id
8.756666666666662,8077
6.446999999999997,102
8.009999999999998,36756
9.72700000000001,402352
8.947000000000001,458002
7.956999999999998,264254
9.324933333333338,370718
9.290000000000006,139853
8.459000000000001,213076
7.669350000000001,210555
7.591000000000001,506950
8.312333333333333,279981
7.201999999999997,182942
9.585333333333338,216534
8.012000000000002,193546
8.238,204357
7.417999999999994,347227
6.407,427046
5.482228571428573,213967
9.523357936507939,107545
8.056999999999997,177578
9.377000000000002,216762
7.217999999999996,186775
6.5612999999999975,123135
9.040383333333335,393303
9.26333333333333,253464
8.21791666666667,160577
6.675000000000001,181112
8.746999999999993,297801
8.728999999999996,416992
9.481000000000005,88809
8.583733333333333,166028
8.368333333333332,142035
8.375000000000002,311177
9.159,386665
7.2,54122
9.508000000000004,40375
8.841499999999998,280255
9.448436507936503,386744
9.837,221885
7.891500000000001,275218
9.3895,215877
7.977999999999997,433683
9.47133333333333,272559
8.305,448044
5.741999999999999,51582
5.215116666666669,67143
5.718000000000001,155960
6.445999999999999,149627
9.798000000000005,177982
6.812999999999996,497842
9.545000000000005,483606
9.318000000000003,183249
7.8093999999999975,173552
7.070033333333332,299148
9.045047619047619,286349
8.677999999999999,155728
8.664,136430
7.668000000000002,212782
7.365000000000002,438165
8.695999999999998,276813
5.8251000000000035,67985
9.220666666666666,278458
9.33369047619048,443905
8.326,218181
8.573999999999998,161186
9.161,148863
9.220666666666673,37422
8.88,61995
9.567000000000004,39591
9.631333333333334,101725
9.323733333333335,400281
7.688999999999996,441861
8.757000000000003,125324
9.768000000000006,122728
9.245452380952386,461871
7.757999999999999,467534
9.188712878787879,345901
9.492030952380956,449250
9.2048,408000
5.944000000000002,431152
9.667969047619048,331641
8.987500000000002,100825
9.551000000000005,106060
8.098000000000003,52297
9.068266666666666,76932
8.884558333333334,288696
9.318066666666668,322246
9.312000000000003,175066
9.363000000000001,12445
5.382000000000001,467014
9.788133333333336,488004
9.32786666666667,93494
9.378430158730156,219667
8.357000000000003,327229
8.617999999999999,249923
9.318666666666669,90875
8.403999999999996,109721
8.576500000000001,354006
9.299,214946
5.888000000000002,363643
9.081847619047622,515201
7.3452,128332
8.270250000000006,216618
8.857500000000003,327739
8.548,258033
9.533000000000008,1358
8.817999999999996,30300
9.448663888888893,383701
8.927,83339
9.445000000000007,136980
9.233833333333335,465103
8.099999999999998,55305
7.911000000000006,360945
9.019749999999998,269737
9.486999999999998,33134
9.049000000000003,326439
9.321333333333337,77526
7.61,246568
7.458166666666667,452525
4.240333333333337,323398
6.365,70551
8.985,391969
8.595333333333327,455468
9.754700000000005,459829
7.731,511167
9.197000000000001,487064
9.547000000000004,431677
8.633000000000003,487131
8.839283333333329,179862
8.0072,2173
7.090499999999999,147630
9.147000000000002,122394
7.414000000000001,505617
4.625733333333336,488729
9.592619047619054,324399
9.100999999999997,132733
9.61116666666667,26030
8.87925,89280
9.27316904761905,406925
9.322342171717178,278979
8.398,203818
6.512,482918
9.252000000000004,485834
9.859666666666667,54481
9.387648412698411,460775
8.953000000000005,375432
9.101000000000004,358655
8.955000000000005,416801
9.637,288740
9.536000000000003,212431
8.3855,369801
9.275000000000002,496321
5.7159999999999975,314320
9.098783333333333,116792
6.5844999999999985,456828
8.363666666666663,33478
9.292000000000007,388302
9.619000000000002,154778
8.83766666666667,54997
6.557499999999997,345100
9.311266666666665,458457
8.568000000000007,211007
8.405607142857141,301787
8.941999999999997,431004
9.392000000000001,201748
8.572500000000002,87082
9.458330952380956,52745
8.964183333333335,297000
8.339,483921
6.273149999999998,491136
7.003000000000002,24593
9.293800000000005,397013
8.134000000000002,47379
7.5175,203340
9.061500000000006,330745
8.909,169247
8.737,328447
8.97266666666667,208968
8.834000000000001,95974
8.363750000000005,358854
9.2155,278240
9.232666666666674,171420
8.829,308783
7.794999999999998,439621
7.495999999999999,34238
6.8379999999999965,363806
8.559000000000001,180579
7.222999999999997,110051
9.424666666666667,414884
9.253000000000004,358358
5.297250000000003,186761
8.876999999999995,475631
6.654000000000002,439149
8.470999999999997,447739
7.951000000000002,488819
9.028416666666665,102934
7.316999999999999,351627
7.102499999999999,346542
9.009999999999998,291506
5.424999999999998,133940
8.331000000000001,162959
9.482000000000003,358781
8.683999999999996,236664
7.795999999999996,319412
8.335,463574
7.909,4301
5.799999999999999,27001
6.520833333333338,498595
9.047000000000006,476800
8.459916666666668,192396
8.489999999999998,32279
7.321433333333328,451469
8.199499999999995,393773
8.192,209620
8.470999999999995,96112
9.776000000000005,233763
9.079000000000002,374828
8.668333333333333,511507
8.81993333333333,133690
7.594833333333335,490165
7.443499999999997,475838
8.246399999999998,155309
8.065000000000001,343752
7.627000000000001,452062
5.426000000000005,423166
8.761000000000006,450767
6.5900000000000025,210052
8.411,308584
8.833000000000004,149706
9.327033333333338,432904
7.921666666666663,211514
9.258990476190478,306778
5.931833333333332,32516
9.470000000000004,465951
8.678,78811
8.121999999999996,186194
9.522,465385
8.471800000000007,153092
9.060666666666664,23644
8.927999999999999,128115
6.882999999999997,295506
7.69793333333333,117607
7.222000000000001,135604
7.4759999999999955,354643
9.559000000000003,360141
8.752666666666666,453694
7.785000000000002,241294
6.911999999999999,486397
7.701500000000001,126982
6.538,287202
7.177999999999998,397832
8.471999999999998,234296
9.330000000000004,434262
9.115000000000004,40540
7.557999999999996,485202
8.354449999999998,320989
8.875600000000002,367091
6.562666666666669,46267
9.647066666666673,50119
8.941,293836
8.336000000000006,96563
9.729000000000005,86281
9.55171904761905,199612
9.344000000000005,249337
9.640666666666672,438531
8.955,117515
7.740666666666667,349170
7.693000000000003,357021
9.381076984126981,59662
7.957000000000002,133287
9.351000000000008,84660
8.264600000000002,258776
9.529000000000007,289911
8.549000000000001,347110
8.022000000000006,138168
9.484916666666667,458573
6.851833333333334,452751
7.269999999999999,216200
9.355000000000002,55490
8.850500000000002,460307
8.539999999999994,442364
6.749416666666666,296531
7.284000000000001,492715
8.268999999999995,406463
8.93733333333333,49897
7.771000000000002,287050
9.298333333333341,422485
7.208999999999996,232938
8.162999999999998,313502
7.067999999999997,303649
9.605000000000004,376612
9.759616666666666,413768
8.520999999999995,183228
8.062299999999999,263052
9.154000000000003,24377
9.545733333333335,39738
4.7520000000000024,157881
7.453,468280
8.803333333333336,100951
9.575833333333339,428793
6.191999999999997,475817
7.408500000000004,348443
8.3955,309056
9.42393333333334,219851
7.697366666666668,213627
6.138900000000002,44890
7.284999999999999,359611
9.426,137196
8.335666666666668,199412
8.979000000000003,144856
9.062400000000002,474954
6.329000000000004,33768
6.775999999999999,261576
8.349,250457
7.527500000000004,153919
8.685666666666668,251701
9.447916666666671,127312
7.157423809523809,173642
8.571633333333331,27812
9.146999999999998,211388
9.499683333333339,380632
6.227000000000001,433008
9.362208333333333,176419
8.688000000000004,79058
8.182800000000006,27518
8.911820765345768,166248
6.241999999999998,40795
9.726000000000004,449749
5.210999999999998,64586
8.945666666666673,341167
6.906000000000001,497588
8.551499999999997,212167
7.8626,67627
9.587000000000007,204101
7.611333333333331,351239
8.998766666666665,62379
9.00026666666667,218068
8.932990476190477,332570
6.823500000000001,8511
8.371654761904763,27860
7.483749999999999,9924
9.323951984126984,75698
7.005749999999997,141001
9.45616666666667,270293
8.199999999999998,66681
6.475999999999999,55001
7.40633333333333,168972
7.362999999999996,447401
9.023600000000002,242036
9.228000000000007,138995
9.384333333333341,236598
6.151816666666672,115841
6.486999999999999,301624
8.678499999999998,5251
6.116333333333337,169711
6.849428571428574,90624
8.511999999999999,109231
8.210166666666662,150146
6.185000000000003,27906
8.815999999999997,174983
9.853000000000002,57333
6.612000000000002,342941
9.493666666666668,455882
7.397983333333338,425083
8.316666666666668,235170
7.102000000000001,452918
9.081,242293
8.144499999999997,231032
9.133999999999997,138797
7.773999999999998,453461
8.307666666666666,231004
6.809500000000001,116715
8.4245,151408
6.4719999999999995,477220
9.241000000000005,291276
9.121000000000004,509429
8.807500000000008,231555
7.776999999999995,483108
8.382,202341
8.3675,50823
9.354780952380953,59436
9.493250000000002,160983
8.88,382963
9.333773809523812,197783
8.714000000000004,234054
8.74,292670
8.207233333333328,155613
7.763999999999994,13885
9.028833333333335,473283
8.535000000000002,444731
8.771999999999998,189337
8.779500000000002,470293
9.571166666666668,59829
7.819500000000001,342866
8.569366666666669,510090
7.853000000000001,483
9.187633333333336,238929
7.989999999999998,376085
7.692499999999999,54233
8.295999999999998,339389
7.071999999999999,242999
8.990000000000002,352118
8.836900000000004,286317
8.127999999999998,154143
8.107999999999997,260448
8.138238528138526,237347
8.329,300859
8.389233333333333,294859
8.881999999999998,414616
6.756000000000001,201438
8.801000000000005,459602
8.921433333333333,79631
6.217000000000002,204764
9.57416666666667,248414
9.156000000000002,57870
8.269000000000004,292071
5.354,513463
9.59866666666667,85159
9.055000000000001,164176
7.816000000000002,359594
9.263166666666665,287598
6.3389999999999995,499047
5.9820666666666655,136112
9.137,310266
9.287300000000002,377692
8.093,277992
8.300666666666666,19845
8.662333333333333,263799
8.210999999999999,229848
8.93193333333334,168408
8.498000000000003,11537
9.001666666666663,103426
7.626000000000002,169086
8.840249999999996,104010
9.009333333333338,127163
9.478761904761905,16226
9.22,420707
9.630000000000003,127388
8.065999999999997,418802
4.961000000000001,441301
9.241866666666667,257728
7.177333333333334,420111
9.169000000000006,192780
6.638000000000005,27693
8.101999999999993,461128
8.187999999999995,136565
8.342000000000006,148191
7.231,53301
7.512,506924
8.24169166666667,184227
6.6865,29726
7.252833333333334,455898
9.577333333333334,21081
7.081999999999998,140062
9.111000000000002,490808
8.200916666666668,14121
5.76973095238095,110500
8.532300000000006,140431
7.4270000000000005,297497
8.303999999999995,134859
7.409999999999997,468204
9.225,61036
9.394000000000007,338095
9.141333333333334,151146
9.170000000000002,382379
9.447000000000001,417800
8.516499999999999,198650
9.220833333333333,322022
8.578,183407
5.9570000000000025,47496
9.133000000000004,404334
8.580499999999994,110581
7.700333333333332,345349
8.748999999999999,1114
8.345,264143
8.177999999999999,513970
8.784333333333334,423804
9.407333333333334,458808
7.822000000000004,358776
7.445999999999998,54839
8.665999999999999,320947
9.466666666666667,117389
5.832999999999999,501239
8.9145,448205
8.180250000000001,309219
5.998999999999998,246523
9.725000000000007,466524
9.578866666666668,466346
7.302866071428567,350393
7.972999999999994,185256
9.676000000000004,54412
5.688666666666666,407372
8.971499999999997,263637
8.771,347101
8.948000000000002,82669
9.13316666666667,175551
8.887171428571428,322571
6.353000000000003,483348
5.469333333333336,244730
9.042000000000005,503130
9.743000000000007,189165
7.207999999999999,266354
8.6,247764
9.338000000000006,147738
6.618999999999999,245091
9.089,222712
9.0886,408207
9.106000000000002,505422
9.023999999999996,360443
7.241000000000002,234290
8.184000000000003,28227
9.452000000000002,430416
9.308000000000003,63065
8.835999999999999,138253
8.923000000000002,490838
9.197000000000001,220820
7.698500000000001,89745
6.278000000000003,186908
9.357000000000001,375113
9.539666666666673,324252
8.683000000000002,219245
8.265000000000002,415989
6.815321428571426,113331
7.943000000000005,74597
7.715857142857138,410010
9.41366666666667,432443
8.847000000000003,202774
9.34,509340
9.015000000000008,313213
6.896999999999994,498915
8.454999999999998,36478
8.319416666666665,396726
8.412999999999998,474239
9.515899999999998,4712
8.92288647186147,371465
9.503000000000005,192977
9.156416666666665,261859
7.7388333333333295,110690
9.122000000000003,252060
6.481,72525
9.04,229836
8.943999999999999,275790
8.98183333333333,399341
6.826000000000002,245236
9.546000000000005,413479
9.401,143247
9.296000000000008,398981
8.960999999999997,298804
8.18575,10871
6.447066666666668,38939
9.05212619047619,368163
6.106500000000002,305911
8.9815,500484
7.379999999999996,115514
8.668000000000003,474913
5.447000000000002,78304
8.756833333333335,42459
8.027702380952382,207497
9.349333333333332,425087
9.582,279851
9.478166666666672,422537
6.768,464232
8.586739285714286,406949
7.689,156972
9.135,474683
8.890000000000002,493593
9.451,152306
6.964999999999998,108130
9.056000000000001,337854
6.110999999999999,468303
8.616000000000003,491768
9.15013095238095,76011
8.679499999999999,28104
8.362999999999996,264751
5.045916666666668,131974
7.74753333333333,305854
9.435333333333336,61366
8.978749999999998,53114
6.334811688311688,295258
8.241999999999997,385148
9.187000000000006,231984
8.507166666666663,457043
9.31278333333334,469148
9.119000000000002,14894
8.7585,444963
6.5550000000000015,349929
6.610999999999999,215661
7.0959999999999965,422872
8.977033333333333,77591
8.111,32369
6.5931166666666705,105045
7.692999999999999,435769
8.187999999999999,76723
9.284033333333337,473011
7.162966666666666,508061
8.012000000000002,452664
7.124466666666669,312204
8.3695,173518
8.714999999999995,132680
9.105999999999998,509917
8.608,302475
6.710999999999998,140887
8.926916666666667,203427
7.963000000000001,94959
9.159,418413
7.786249999999996,425510
8.533000000000001,402698
9.079,292724
7.048000000000003,117646
9.464733333333339,59897
6.432849999999997,167345
9.383916666666675,396061
8.194666666666668,436833
8.175000000000002,277591
7.790999999999997,136613
9.676000000000005,483920
8.957000000000003,452330
9.133423809523812,125907
8.282999999999998,275428
8.192749999999997,2938
7.678000000000003,184668
7.415999999999997,159102
8.461000000000002,294848
9.320316666666663,5969
9.034333333333334,510676
9.781000000000004,228052
8.070999999999996,24740
8.931999999999995,491265
9.586,56465
8.392999999999999,463314
8.994600000000002,364198
9.708000000000004,393426
9.370333333333335,385377
9.027,314497
9.57266666666667,327588
9.138000000000007,402689
5.129200000000002,115371
8.029999999999998,151372
7.886000000000003,126516
9.008000000000003,324017
8.693999999999999,256612
5.303840476190479,333927
8.774000000000004,133561
7.142999999999998,469783
9.900000000000004,17245
9.341000000000001,235202
9.027000000000001,380996
9.726117460317466,109138
8.23,495717
7.930250000000005,351873
8.734999999999996,70833
9.266982142857145,87996
8.169000000000004,378150
9.314083333333333,253971
8.269666666666666,287612
8.840999999999998,26702
7.549000000000002,244783
8.283000000000001,151393
8.267500000000002,335352
9.507933333333334,451922
8.580999999999996,71492
9.506000000000006,148806
9.374166666666671,127243
8.411,465641
6.1,72432
8.534999999999998,344431
7.401999999999996,271725
7.948999999999996,36978
8.138,171063
9.237000000000005,457450
9.034,391482
8.92,528
8.542,14502
9.527333333333338,106859
7.0325000000000015,306631
7.732000000000005,383423
9.144000000000007,492599
7.783000000000005,95024
6.774999999999999,202707
8.316,308913
8.091533333333333,42479
9.086666666666662,3887
8.331,394916
7.795999999999996,76264
9.384733333333335,334000
9.40375,432933
7.148,426057
9.739542857142858,85947
8.136399999999998,373417
7.189500000000002,141388
9.573000000000006,300959
9.69208333333334,182092
9.179000000000002,175507
9.100000000000001,247404
7.976166666666671,423908
8.269333333333329,31337
9.464000000000002,400319
9.78427878787879,53995
8.433000000000002,158234
8.901499999999999,276526
8.349000000000004,356542
9.072833333333332,395902
9.868000000000002,81101
6.213000000000002,267240
8.360999999999992,316440
8.568000000000003,255772
9.170925000000002,380861
8.147999999999998,278487
8.517999999999999,132759
8.124999999999996,276099
9.193566666666669,460884
8.871999999999998,137053
8.521999999999998,50630
7.9090000000000025,460349
6.759750000000005,345411
6.304000000000002,91251
8.136000000000001,471380
8.255,387152
6.699999999999999,143119
8.822999999999997,447181
7.105,399583
7.105999999999997,248581
9.613000000000001,132388
7.0479999999999965,163369
7.528999999999997,58446
7.7555999999999985,149254
6.848999999999998,407296
8.431333333333331,73670
7.199999999999997,132767
8.532999999999996,94229
9.034200000000006,152982
7.015999999999998,495982
8.804000000000004,421675
9.629000000000005,264073
6.55855,202465
9.426000000000009,180806
9.350583333333335,239182
7.106000000000005,127612
8.0245,375621
7.289999999999996,295452
7.7589999999999995,5506
8.889499999999996,390898
8.340999999999996,294556
9.648000000000003,340882
8.381749999999998,435239
7.315999999999999,174940
7.7589999999999995,481427
7.274,254249
8.823250000000003,445948
9.525000000000004,473910
9.173416666666668,345512
8.0955,398561
7.721000000000001,107094
5.404000000000001,334981
6.859,389538
5.8539999999999965,344853
8.287,22125
7.430000000000002,106965
8.994366666666668,59376
8.700000000000001,208319
7.05333333333333,402403
9.368399999999996,184200
7.3400000000000025,176119
9.08,379888
8.229999999999997,144058
6.996,114466
8.912000000000011,446308
5.661500000000001,497745
8.021999999999998,135852
8.775,456492
5.870166666666669,28447
7.312199999999995,406690
9.61149285714286,470653
9.739000000000003,153366
8.590400000000002,214368
9.795333333333335,49550
9.574666666666674,504929
5.033,456062
8.340999999999998,376874
9.681000000000004,303393
8.007000000000001,22509
8.505000000000003,172205
9.640600000000003,413697
8.0655,282624
7.6095000000000015,213457
8.975999999999997,277559
8.152,221407
8.900000000000002,267715
6.130999999999998,40290
7.396,122581
7.698199999999998,4088
4.627000000000001,9558
8.896483333333336,299887
8.953000000000001,183497
8.822450000000003,19727
8.337333333333335,27513
7.806249999999999,214409
7.391999999999999,458629
8.586666666666668,228791
8.008200000000002,24187
9.4654,291141
7.102199999999997,123349
8.97466666666666,151086
9.261999999999995,388549
8.117999999999997,70339
8.642916666666663,97470
9.422666666666668,162014
8.593999999999996,29068
7.771266666666667,514193
9.120999999999999,23864
9.263,248523
8.418500000000003,141108
8.286999999999999,501170
7.828999999999999,486376
9.522833333333335,453643
6.2055,66341
9.338000000000001,345982
8.612999999999998,17777
8.739383333333338,279310
9.166000000000007,57206
8.905000000000006,97176
8.142999999999994,405473
8.213,458950
8.965000000000002,106083
5.34665,160459
9.797333333333336,31904
8.475800000000001,369237
8.614000000000003,107851
8.745000000000005,433838
8.153999999999998,74780
9.384000000000006,411674
7.819,199787
8.032000000000005,308244
9.158000000000001,96753
7.149666666666665,142592
9.553,485979
7.717000000000002,234255
9.436200000000003,97097
9.411500000000004,154741
9.2945,465731
6.899000000000001,78431
7.785266666666665,98136
6.605999999999995,301011
7.057,147474
8.286,151115
8.378000000000002,198366
7.902999999999999,410057
9.090000000000002,418301
9.268533333333334,152747
9.48296666666667,368101
8.469833333333327,117720
8.540333333333335,150359
9.53572142857143,496621
8.386000000000008,376487
9.316000000000004,73681
8.857249999999999,462471
6.438999999999998,11502
8.063999999999997,508420
8.059000000000001,343689
9.16341666666667,41142
9.496000000000002,78546
8.129000000000005,332524
9.26800000000001,445756
9.484591666666669,10445
8.186000000000003,166620
7.112000000000002,473364
9.285100000000002,425450
8.325000000000005,307616
8.947000000000001,459840
8.194999999999999,38780
8.548366666666665,510943
8.647000000000002,474272
7.267999999999998,491510
9.290000000000001,479468
9.438783333333332,10373
8.820880952380953,406767
9.089000000000004,188535
8.344424999999998,299196
9.682000000000007,327389
8.304399999999998,420045
7.189,37050
7.097199999999999,104569
8.953833333333337,50315
8.971000000000002,295533
9.318000000000007,8192
9.255,116450
7.653499999999999,322139
7.884999999999999,30899
9.433,116341
9.162000000000004,480677
8.678999999999998,476654
9.027116666666672,126289
9.609733333333336,415090
7.082500000000002,244722
9.176885714285719,308243
6.383999999999998,172437
7.552999999999998,11581
8.51,138331
9.757000000000003,456183
6.170999999999999,304174
7.827249999999999,123703
7.279000000000004,152541
9.086000000000002,387352
8.661999999999999,221227
7.504999999999998,41470
5.95816666666667,169424
8.632000000000001,470883
6.657999999999992,343510
9.702000000000004,78748
9.333000000000004,414534
9.102000000000002,103369
8.948900000000004,467323
9.07,282283
8.376999999999999,397343
7.518000000000004,486412
7.934666666666659,379216
9.539000000000003,250336
7.483000000000001,445131
9.732666666666667,320384
6.841999999999996,418603
6.942000000000003,272184
9.707000000000003,28157
7.468000000000001,343710
5.577000000000001,72348
8.112666666666666,246633
8.524999999999999,22961
8.95,121712
9.276285714285716,220710
9.52386666666667,424456
9.540500000000002,446575
7.249933333333331,408804
9.267000000000007,274987
8.900999999999996,445474
7.219999999999996,183078
8.658000000000001,78530
9.433000000000002,476766
7.9358499999999985,307951
8.139999999999999,196956
7.235999999999994,98849
8.770999999999999,178233
7.673999999999995,503420
8.464,163060
8.502999999999998,335411
8.935499999999998,42388
9.594000000000008,302703
7.623000000000002,63299
4.641,130793
7.236000000000001,336419
8.140499999999998,185432
7.079099999999998,145339
9.159000000000002,381787
7.101000000000003,244277
7.383999999999998,30891
7.337,431280
8.911466666666671,45335
7.1199999999999966,401778
8.907999999999998,106138
7.034333333333337,140296
8.832000000000004,380374
7.297095238095239,505841
